iter	Passed	Remaining
173	4363	20716
174	4384	20667
175	4412	20659
176	4421	20558
177	4444	20526
178	4456	20439
179	4477	20399
180	4501	20368
181	4512	20281
182	4534	20242
183	4542	20143
184	4567	20121
185	4602	20140
186	4617	20074
187	4659	20123
188	4683	20095
189	4696	20022
190	4718	19987
191	4742	19959
192	4764	19923
193	4798	19934
194	4840	19980
195	4866	19960
196	4883	19907
197	4905	19867
198	4914	19779
199	4941	19766
200	4968	19749
201	4996	19740
202	5014	19688
203	5053	19719
204	5092	19748
205	5117	19723
206	5140	19693
207	5162	19658
208	5184	19623
209	5206	19586
210	5219	19518
211	5256	19539
212	5296	19568
213	5321	19546
214	5345	19516
215	5353	19432
216	5365	19359
217	5387	19326
218	5409	19291
219	5437	19279
220	5452	19220
221	5492	19248
222	5521	19238
223	5545	19210
224	5569	19184
225	5584	19125
226	5600	19072
227	5614	19011
228	5637	18980
229	5657	18938
230	5696	18963
231	5730	18968
232	5743	18905
233	5765	18873
234	5786	18837
235	5807	18801
236	5830	18769
237	5860	18763
238	5900	18787
239	5939	18807
240	5964	18783
241	5991	18765
242	6014	18736
243	6037	18706
244	6058	18670
245	6100	18698
246	6144	18732
247	6170	18710
248	6193	18680
249	6212	18636
250	6229	18588
251	6250	18552
252	6272	18521
253	6295	18489
254	6327	18485
255	6366	18501
256	6400	18505
257	6425	18478
258	6448	18448
259	6472	18420
260	6492	18382
261	6515	18354
262	6537	18320
263	6577	18336
264	6611	18338
265	6633	18304
266	6655	18271
267	6679	18244
268	6707	18227
269	6729	18195
270	6758	18181
271	6797	18193
272	6826	18178
273	6848	18147
274	6873	18120
275	6896	18090
276	6922	18069
277	6948	18045
278	6976	18030
279	7021	18055
280	7054	18050
281	7075	18015
282	7098	17983
283	7120	17950
284	7142	17918
285	7163	17882
286	7190	17862
287	7232	17879
288	7265	17875
289	7294	17858
290	7320	17836
291	7344	17808
292	7367	17778
293	7391	17749
294	7431	17760
295	7467	17761
296	7494	17739
297	7518	17712
298	7541	17680
299	7563	17648
300	7586	17618
301	7608	17584
302	7632	17556
303	7671	17562
304	7711	17571
305	7734	17542
306	7757	17511
307	7779	17479
308	7801	17446
309	7825	17418
310	7896	17493
311	7939	17506
312	7968	17489
313	7995	17467
314	8022	17445
315	8045	17414
316	8070	17389
317	8095	17361
318	8136	17368
319	8182	17388
320	8207	17360
321	8230	17329
322	8252	17297
323	8275	17265
324	8295	17228
325	8317	17196
326	8341	17167
327	8379	17167
328	8416	17165
329	8442	17141
330	8466	17111
331	8487	17077
332	8509	17043
333	8529	17008
334	8556	16986
335	8597	16989
336	8631	16980
337	8654	16949
338	8678	16921
339	8700	16888
340	8721	16854
341	8743	16822
342	8767	16793
343	8805	16791
344	8842	16788
345	8867	16761
346	8891	16733
347	8916	16705
348	8937	16670
349	8960	16641
350	8981	16607
351	9018	16603
352	9053	16594
353	9077	16565
354	9099	16533
355	9122	16503
356	9142	16466
357	9163	16433
358	9187	16405
359	9225	16400
360	9264	16398
361	9288	16370
362	9311	16339
363	9333	16308
364	9355	16275
365	9378	16245
366	9404	16221
367	9460	16247
368	9499	16244
369	9527	16222
370	9553	16196
371	9574	16163
372	9603	16143
373	9652	16156
374	9696	16160
375	9727	16142
376	9756	16123
377	9787	16105
378	9819	16089
379	9856	16081
380	9912	16104
381	9940	16081
382	9965	16053
383	9990	16025
384	10013	15995
385	10038	15967
386	10075	15959
387	10134	15984
388	10160	15959
389	10184	15930
390	10209	15902
391	10234	15873
392	10258	15845
393	10284	15817
394	10324	15813
395	10397	15858
396	10427	15838
397	10455	15814
398	10482	15789
399	10526	15789
400	10554	15766
401	10589	15752
402	10625	15741
403	10677	15751
404	10750	15793
405	10785	15779
406	10819	15764
407	10846	15738
408	10920	15779
409	11014	15850
410	11041	15823
411	11068	15797
412	11091	15763
413	11114	15731
414	11139	15702
415	11178	15693
416	11202	15662
417	11232	15638
418	11284	15647
419	11319	15631
420	11341	15597
421	11362	15562
422	11383	15528
423	11405	15494
424	11426	15459
425	11457	15438
426	11490	15419
427	11520	15396
428	11541	15361
429	11560	15324
430	11579	15286
431	11597	15249
432	11617	15213
433	11637	15177
434	11657	15140
435	11690	15121
436	11727	15109
437	11756	15084
438	11776	15049
439	11796	15013
440	11817	14979
441	11838	14945
442	11860	14913
443	11900	14902
444	11944	14896
445	11967	14865
446	11987	14830
447	12007	14794
448	12026	14758
449	12046	14723
450	12064	14685
451	12097	14666
452	12135	14653
453	12159	14623
454	12179	14588
455	12199	14553
456	12218	14518
457	12238	14482
458	12258	14448
459	12282	14419
460	12320	14405
461	12356	14389
462	12377	14355
463	12396	14319
464	12414	14282
465	12433	14247
466	12452	14212
467	12470	14176
468	12490	14141
469	12524	14123
470	12562	14109
471	12593	14087
472	12614	14054
473	12634	14020
474	12654	13986
475	12673	13951
476	12691	13914
477	12709	13879
478	12730	13846
479	12763	13827
480	12803	13815
481	12828	13787
482	12851	13755
483	12875	13726
484	12896	13694
485	12916	13660
486	12938	13629
487	12958	13595
488	12993	13578
489	13022	13553
490	13042	13521
491	13062	13486
492	13080	13451
493	13099	13417
494	13119	13384
495	13138	13350
496	13183	13342
497	13224	13330
498	13248	13301
499	13268	13268
500	13288	13234
501	13307	13201
502	13328	13169
503	13348	13136
504	13366	13101
505	13386	13068
506	13421	13050
507	13459	13035
508	13486	13009
509	13506	12976
510	13528	12946
511	13548	12913
512	13566	12878
513	13585	12845
514	13611	12818
515	13638	12793
516	13671	12772
517	13693	12741
518	13713	12708
519	13733	12677
520	13752	12643
521	13770	12609
522	13791	12578
523	13824	12557
524	13868	12547
525	13897	12523
526	13920	12493
527	13940	12462
528	13959	12428
529	13977	12395
530	14000	12365
531	14039	12350
532	14070	12328
533	14092	12297
534	14112	12266
535	14132	12234
536	14152	12201
537	14169	12167
538	14187	12134
539	14209	12104
540	14246	12087
541	14283	12070
542	14308	12042
543	14328	12010
544	14348	11979
545	14369	11947
546	14388	11915
547	14405	11882
548	14431	11855
549	14462	11832
550	14500	11816
551	14522	11786
552	14543	11755
553	14562	11723
554	14581	11691
555	14600	11659
556	14619	11627
557	14640	11596
558	14673	11575
559	14708	11556
560	14735	11531
561	14756	11500
562	14776	11469
563	14794	11437
564	14814	11405
565	14837	11376
566	14873	11358
567	14919	11347
568	14944	11319
569	14964	11289
570	14983	11257
571	15002	11225
572	15021	11194
573	15040	11162
574	15058	11129
575	15076	11098
576	15101	11071
577	15134	11049
578	15165	11027
579	15192	11001
580	15214	10972
581	15235	10942
582	15256	10912
583	15275	10881
584	15294	10849
585	15318	10822
586	15354	10803
587	15391	10784
588	15413	10755
589	15434	10725
590	15452	10694
591	15472	10663
592	15491	10632
593	15509	10600
594	15533	10573
595	15569	10553
596	15607	10535
597	15629	10506
598	15648	10475
599	15668	10445
600	15687	10414
601	15707	10384
602	15724	10352
603	15750	10326
604	15786	10306
605	15822	10287
606	15848	10261
607	15866	10229
608	15888	10201
609	15906	10170
610	15924	10138
611	15942	10107
612	15964	10078
613	15990	10052
614	16027	10033
615	16054	10008
616	16076	9979
617	16094	9948
618	16114	9918
619	16134	9888
620	16153	9858
621	16176	9830
622	16213	9811
623	16249	9791
624	16272	9763
625	16294	9734
626	16314	9705
627	16333	9675
628	16353	9645
629	16371	9615
630	16400	9590
631	16436	9570
632	16469	9548
633	16489	9519
634	16508	9488
635	16527	9458
636	16546	9429
637	16564	9398
638	16583	9368
639	16603	9339
640	16638	9318
641	16676	9299
642	16702	9273
643	16722	9244
644	16742	9214
645	16762	9185
646	16781	9155
647	16800	9126
648	16839	9107
649	16882	9090
650	16908	9064
651	16929	9035
652	16946	9005
653	16966	8976
654	16985	8946
655	17003	8916
656	17021	8886
657	17040	8856
658	17073	8834
659	17106	8812
660	17132	8786
661	17153	8758
662	17172	8728
663	17191	8699
664	17210	8669
665	17227	8639
666	17250	8612
667	17288	8592
668	17326	8572
669	17347	8544
670	17367	8515
671	17386	8486
672	17406	8457
673	17425	8428
674	17445	8399
675	17469	8372
676	17506	8352
677	17542	8331
678	17563	8303
679	17583	8274
680	17601	8245
681	17620	8215
682	17638	8186
683	17658	8157
684	17684	8132
685	17723	8112
686	17757	8090
687	17778	8062
688	17798	8034
689	17822	8007
690	17845	7979
691	17864	7951
692	17883	7922
693	17911	7897
694	17948	7876
695	17979	7852
696	18000	7825
697	18019	7796
698	18038	7767
699	18057	7738
700	18074	7709
701	18094	7681
702	18115	7653
703	18150	7631
704	18188	7610
705	18212	7584
706	18232	7555
707	18251	7527
708	18270	7499
709	18290	7470
710	18308	7441
711	18341	7418
712	18378	7397
713	18409	7374
714	18429	7346
715	18448	7317
716	18465	7288
717	18485	7260
718	18505	7232
719	18524	7203
720	18543	7175
721	18577	7153
722	18625	7135
723	18649	7109
724	18669	7081
725	18688	7053
726	18707	7024
727	18726	6996
728	18744	6968
729	18785	6947
730	18829	6929
731	18853	6902
732	18872	6874
733	18892	6846
734	18911	6818
735	18929	6789
736	18947	6761
737	18981	6738
738	19017	6716
739	19039	6689
740	19057	6661
741	19077	6633
742	19096	6605
743	19114	6577
744	19133	6549
745	19155	6522
746	19187	6498
747	19226	6477
748	19249	6450
749	19269	6423
750	19288	6395
751	19308	6367
752	19327	6339
753	19347	6312
754	19370	6285
755	19404	6262
756	19441	6240
757	19461	6213
758	19480	6185
759	19499	6157
760	19517	6129
761	19536	6101
762	19554	6073
763	19572	6046
764	19598	6020
765	19637	5999
766	19666	5974
767	19688	5947
768	19708	5920
769	19727	5892
770	19746	5864
771	19764	5837
772	19799	5814
773	19841	5793
774	19873	5769
775	19896	5743
776	19916	5716
777	19936	5688
778	19955	5661
779	19975	5634
780	19994	5606
781	20022	5581
782	20057	5558
783	20090	5535
784	20111	5508
785	20132	5481
786	20151	5453
787	20170	5426
788	20189	5399
789	20208	5371
790	20229	5345
791	20266	5322
792	20303	5299
793	20328	5274
794	20347	5246
795	20365	5219
796	20384	5192
797	20404	5165
798	20422	5137
799	20454	5113
800	20492	5091
801	20522	5066
802	20542	5039
803	20562	5012
804	20580	4985
805	20599	4958
806	20618	4931
807	20638	4904
808	20657	4877
809	20692	4853
810	20733	4831
811	20766	4807
812	20790	4782
813	20813	4756
814	20835	4729
815	20853	4702
816	20878	4676
817	20915	4653
818	20947	4629
819	20968	4602
820	20987	4575
821	21007	4548
822	21026	4522
823	21045	4495
824	21063	4467
825	21081	4440
826	21115	4417
827	21151	4393
828	21180	4369
829	21200	4342
830	21221	4315
831	21240	4288
832	21259	4262
833	21278	4235
834	21310	4211
835	21349	4188
836	21375	4162
837	21396	4136
838	21416	4109
839	21435	4082
840	21454	4056
841	21472	4029
842	21491	4002
843	21510	3975
844	21539	3951
845	21578	3927
846	21610	3903
847	21631	3877
848	21651	3850
849	21671	3824
850	21690	3797
851	21709	3771
852	21727	3744
853	21748	3718
854	21791	3695
855	21833	3672
856	21857	3647
857	21875	3620
858	21893	3593
859	21911	3566
860	21930	3540
861	21948	3513
862	21979	3489
863	22015	3465
864	22047	3440
865	22067	3414
866	22085	3388
867	22104	3361
868	22122	3334
869	22142	3308
870	22160	3282
871	22178	3255
872	22210	3231
873	22249	3207
874	22284	3183
875	22305	3157
876	22325	3131
877	22345	3104
878	22364	3078
879	22382	3052
880	22401	3025
881	22429	3000
882	22467	2976
883	22501	2952
884	22523	2926
885	22543	2900
886	22562	2874
887	22581	2848
888	22601	2821
889	22620	2795
890	22645	2770
891	22683	2746
892	22716	2721
893	22739	2696
894	22760	2670
895	22782	2644
896	22806	2618
897	22825	2592
898	22844	2566
899	22872	2541
900	22908	2517
901	22940	2492
902	22961	2466
903	22979	2440
904	22999	2414
905	23018	2388
906	23038	2362
907	23057	2336
908	23077	2310
909	23111	2285
910	23151	2261
911	23176	2236
912	23197	2210
913	23217	2184
914	23236	2158
915	23255	2132
916	23275	2106
917	23302	2081
918	23341	2057
919	23367	2031
920	23387	2006
921	23405	1980
922	23425	1954
923	23443	1928
924	23462	1902
925	23483	1876
926	23518	1852
927	23554	1827
928	23580	1802
929	23600	1776
930	23620	1750
931	23639	1724
932	23659	1698
933	23678	1673
934	23704	1647
935	23739	1623
936	23780	1598
937	23803	1573
938	23823	1547
939	23842	1521
940	23860	1496
941	23879	1470
942	23898	1444
943	23924	1419
944	23963	1394
945	23997	1369
946	24019	1344
947	24038	1318
948	24057	1292
949	24076	1267
950	24096	1241
951	24115	1215
952	24140	1190
953	24172	1165
954	24202	1140
955	24228	1115
956	24248	1089
957	24267	1063
958	24286	1038
959	24305	1012
960	24324	987
961	24342	961
962	24370	936
963	24402	911
964	24437	886
965	24456	860
966	24475	835
967	24493	809
968	24513	784
969	24531	758
970	24549	733
971	24568	707
972	24600	682
973	24636	657
974	24663	632
975	24686	607
976	24705	581
977	24724	556
978	24745	530
979	24768	505
980	24790	480
981	24812	454
982	24846	429
983	24883	404
984	24906	379
985	24926	353
986	24944	328
987	24962	303
988	24981	277
989	25000	252
990	25022	227
991	25058	202
992	25097	176
993	25120	151
994	25140	126
995	25160	101
996	25179	75
997	25196	50
998	25216	25
999	25241	0
